,VISIT_ID,TRAVEL_ID,TRAVELER_ID,VISIT_AREA_NM,LOTNO_ADDR,RESIDENCE_TIME_MIN,VISIT_AREA_TYPE_CD,REVISIT_YN,DGSTFN,REVISIT_INTENTION,RCMDTN_INTENTION,VISIT_MM,TRAVEL_NM,MVMN_NM,TRAVEL_STYL_1,TRAVEL_STYL_3,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,NUMBER_OF_PERSON,CHILDREN,PARENTS,rating
10,2208090007,a_a000172,a000172,롯데월드타워,서울 송파구 신천동 29,60.0,13,0.0,4.0,3.0,4.0,08,A01,대중교통 등,7,1,7,7,2,4,1.0,0.0,0.0,12.4
11,2208060005,a_a000172,a000172,롯데월드타워&롯데월드몰,서울 송파구 신천동 29,30.0,4,0.0,4.0,4.0,4.0,08,A01,대중교통 등,7,1,7,7,2,4,1.0,0.0,0.0,13.2
12,2208120006,a_a000172,a000172,롯데월드아쿠아리움,서울 송파구 신천동 29,120.0,6,0.0,4.0,4.0,5.0,08,A01,대중교통 등,7,1,7,7,2,4,1.0,0.0,0.0,14.2
13,2208110006,a_a000172,a000172,브릭캠퍼스 강릉,강원 강릉시 견소동 265-1,60.0,6,0.0,4.0,2.0,2.0,08,A01,대중교통 등,7,1,7,7,2,4,1.0,0.0,0.0,9.6
14,2208130004,a_a000554,a000554,청계천,서울 종로구 서린동 148,60.0,7,0.0,4.0,4.0,4.0,08,A01,대중교통 등,6,1,4,6,3,2,2.0,0.0,0.0,13.2
15,2208260006,a_a000554,a000554,러쉬 롯데백화점 본점,서울 중구 남대문로2가 123,30.0,4,0.0,5.0,5.0,5.0,08,A01,대중교통 등,6,1,4,6,3,2,2.0,0.0,0.0,16.5
16,2208260005,a_a000554,a000554,해피씨어터,서울 종로구 동숭동 1-60,120.0,3,0.0,5.0,5.0,5.0,08,A01,대중교통 등,6,1,4,6,3,2,2.0,0.0,0.0,16.5
17,2208170005,a_a000554,a000554,광장시장,서울 종로구 예지동 2-1,60.0,4,0.0,5.0,5.0,5.0,08,A01,대중교통 등,6,1,4,6,3,2,2.0,0.0,0.0,16.5
18,2208110003,a_a000554,a000554,덕수궁,서울 중구 정동 5-1,60.0,2,0.0,5.0,5.0,5.0,08,A01,대중교통 등,6,1,4,6,3,2,2.0,0.0,0.0,16.5
19,2210140002,a_a005195,a005195,삼송역 3호선,경기 고양시 덕양구 삼송동 18-5,0.0,7,0.0,3.0,2.0,3.0,10,A03,,3,5,1,5,5,2,1.0,0.0,0.0,9.1
20,2210140003,a_a005195,a005195,고양누리길 서삼릉누리길,경기 고양시 덕양구 원당동,120.0,7,0.0,3.0,3.0,3.0,10,A03,,3,5,1,5,5,2,1.0,0.0,0.0,9.9
21,2210040004,a_a004298,a004298,제부도 워터워크,경기 화성시 서신면 송교리 377-46,0.0,2,0.0,2.0,3.0,3.0,10,A03,,2,2,4,3,5,6,2.0,0.0,0.0,8.4
22,2209260001,a_a004298,a004298,제부도해수욕장,경기 화성시 서신면 제부리,30.0,1,1.0,4.0,4.0,4.0,10,A03,,2,2,4,3,5,6,2.0,0.0,0.0,13.2
23,2210040008,a_a004298,a004298,서해랑 제부도해상케이블카 전곡정류장,경기 화성시 서신면 장외리 618-12,90.0,6,0.0,4.0,4.0,4.0,10,A03,,2,2,4,3,5,6,2.0,0.0,0.0,13.2
24,2209250003,a_a018121,a018121,의정부제일시장,경기 의정부시 의정부동 160,60.0,4,0.0,5.0,5.0,5.0,11,A03,,3,2,3,3,6,4,1.0,0.0,0.0,16.5
25,2211120003,a_a018121,a018121,의정부역 행복로,경기 의정부시 의정부동 195-17,60.0,4,1.0,4.0,4.0,4.0,11,A03,,3,2,3,3,6,4,1.0,0.0,0.0,13.2
26,2208080006,a_a003810,a003810,더현대서울,서울 영등포구 여의도동 22,90.0,3,0.0,5.0,5.0,5.0,10,A01,자가용,4,3,2,3,5,7,2.0,0.0,0.0,16.5
27,2208080006,a_a003810,a003810,더현대서울,서울 영등포구 여의도동 22,60.0,7,0.0,5.0,5.0,5.0,10,A01,자가용,4,3,2,3,5,7,2.0,0.0,0.0,16.5
28,2208060003,a_a003810,a003810,석촌호수 동호,서울 송파구 신천동 32,30.0,1,0.0,2.0,3.0,3.0,10,A01,자가용,4,3,2,3,5,7,2.0,0.0,0.0,8.4
29,2208210002,a_a003810,a003810,석촌호수 서호,서울 송파구 잠실동 47,30.0,1,0.0,5.0,4.0,4.0,10,A01,자가용,4,3,2,3,5,7,2.0,0.0,0.0,14.7
30,2210080004,a_a003810,a003810,원효대교북단교차로,서울 용산구 이촌동,90.0,8,0.0,2.0,1.0,3.0,10,A01,자가용,4,3,2,3,5,7,2.0,0.0,0.0,6.8
31,2208050006,a_a000537,a000537,경복궁,서울 종로구 세종로 1-91,30.0,2,1.0,3.0,3.0,3.0,09,A01,자가용,2,1,3,1,3,6,1.0,0.0,0.0,9.9
32,2208110004,a_a000537,a000537,광화문광장,서울 종로구 세종로 1-68,30.0,2,1.0,4.0,4.0,3.0,09,A01,자가용,2,1,3,1,3,6,1.0,0.0,0.0,12.2
33,2209030009,a_a000537,a000537,아트스페이스 이색,서울 종로구 안국동 159-2,0.0,3,0.0,3.0,3.0,2.0,09,A01,자가용,2,1,3,1,3,6,1.0,0.0,0.0,8.9
34,2209030006,a_a000537,a000537,국립현대미술관 서울관 아트샵,,0.0,3,1.0,5.0,5.0,5.0,09,A01,자가용,2,1,3,1,3,6,1.0,0.0,0.0,16.5
35,2208120003,a_a000537,a000537,국립현대미술관 서울관,서울 종로구 소격동 165-10,90.0,3,1.0,5.0,4.0,5.0,09,A01,자가용,2,1,3,1,3,6,1.0,0.0,0.0,15.7
36,2209180002,a_a002400,a002400,갤러리아백화점 타임월드점,대전 서구 둔산동 1038,30.0,4,1.0,3.0,3.0,3.0,09,A03,자가용,5,4,2,5,3,4,2.0,0.0,0.0,9.9
37,2208100002,a_a002400,a002400,효원공원 월화원,경기 수원시 팔달구 인계동 1117,30.0,1,0.0,4.0,4.0,4.0,09,A03,자가용,5,4,2,5,3,4,2.0,0.0,0.0,13.2
38,2208090007,a_a002400,a002400,수원영동시장,경기 수원시 팔달구 영동 8,30.0,4,0.0,4.0,5.0,5.0,09,A03,자가용,5,4,2,5,3,4,2.0,0.0,0.0,15.0
39,2208270002,a_a003071,a003071,자라섬재즈페스티벌,경기 가평군 가평읍 달전리 27,390.0,8,1.0,4.0,3.0,3.0,10,A03,자가용,2,2,6,6,2,2,2.0,0.0,0.0,11.4
40,2209040004,a_a003071,a003071,청평호,경기 가평군 설악면 사룡리,30.0,1,0.0,5.0,5.0,5.0,10,A03,자가용,2,2,6,6,2,2,2.0,0.0,0.0,16.5
41,2208250002,a_a005705,a005705,아모레퍼시픽미술관,서울 용산구 한강로2가 424,60.0,3,0.0,4.0,3.0,4.0,10,A01,대중교통 등,1,1,3,1,6,6,3.0,0.0,0.0,12.4
42,2210080005,a_a005705,a005705,삼각백빈건널목,서울 용산구 한강로3가 40-1007,60.0,4,1.0,4.0,4.0,4.0,10,A01,대중교통 등,1,1,3,1,6,6,3.0,0.0,0.0,13.2
43,2209030007,a_a000658,a000658,세운전자상가,서울 종로구 장사동 116-4,0.0,2,0.0,4.0,2.0,3.0,09,A01,자가용,6,4,2,4,6,2,2.0,0.0,0.0,10.6
44,2208130004,a_a000658,a000658,청계천,서울 종로구 서린동 148,30.0,1,1.0,4.0,5.0,4.0,09,A01,자가용,6,4,2,4,6,2,2.0,0.0,0.0,14.0
45,2209020003,a_a000658,a000658,익선동 골목,,30.0,7,0.0,4.0,4.0,4.0,09,A01,자가용,6,4,2,4,6,2,2.0,0.0,0.0,13.2
46,2208310001,a_a000658,a000658,운현궁,서울 종로구 운니동 114-10,30.0,2,0.0,4.0,4.0,4.0,09,A01,자가용,6,4,2,4,6,2,2.0,0.0,0.0,13.2
47,2211130005,a_a017794,a017794,아차산 4보루,경기 구리시 아천동 52-2,30.0,1,0.0,5.0,5.0,5.0,11,A03,,1,2,1,2,7,5,1.0,0.0,0.0,16.5
48,2211130003,a_a017794,a017794,아차산큰바위얼굴,경기 구리시 아천동,30.0,1,0.0,5.0,5.0,5.0,11,A03,,1,2,1,2,7,5,1.0,0.0,0.0,16.5
49,2209180007,a_a017794,a017794,고구려대장간마을,경기 구리시 아천동 316-47,30.0,7,0.0,5.0,5.0,5.0,11,A03,,1,2,1,2,7,5,1.0,0.0,0.0,16.5
50,2209280001,a_a003557,a003557,남도꽃정원,경기 가평군 가평읍 달전리 산 5-5,30.0,1,0.0,4.0,4.0,3.0,10,A03,자가용,2,1,2,2,1,7,3.0,1.0,0.0,12.2
51,2208260005,a_a003557,a003557,가평잣고을시장,경기 가평군 가평읍 읍내리 405,30.0,4,0.0,4.0,3.0,3.0,09,A03,자가용,2,1,2,2,1,7,3.0,1.0,0.0,11.4
52,2208200005,a_a003557,a003557,노량진수산물도매시장,서울 동작구 노량진동 334,30.0,4,1.0,4.0,5.0,5.0,09,A03,자가용,2,1,2,2,1,7,3.0,1.0,0.0,15.0
53,2208210003,a_a004696,a004696,서울숲,서울 성동구 성수동1가 678-1,30.0,1,1.0,5.0,5.0,5.0,10,A01,대중교통 등,3,6,4,3,6,6,2.0,0.0,0.0,16.5
54,2210080004,a_a004696,a004696,29CM SEONGSU,서울 성동구 성수동2가 302-4,30.0,4,0.0,4.0,4.0,3.0,10,A01,대중교통 등,3,6,4,3,6,6,2.0,0.0,0.0,12.2
55,2208210003,a_a004696,a004696,서울숲,서울 성동구 성수동1가 678-1,30.0,1,1.0,5.0,5.0,5.0,10,A01,대중교통 등,3,6,4,3,6,6,2.0,0.0,0.0,16.5
56,2210080005,a_a004696,a004696,쎈느,서울 성동구 성수동2가 314-2,30.0,4,0.0,4.0,2.0,4.0,10,A01,대중교통 등,3,6,4,3,6,6,2.0,0.0,0.0,11.6
57,2208250003,a_a004696,a004696,LCDC서울,서울 성동구 성수동2가 275-28,30.0,4,0.0,4.0,4.0,4.0,10,A01,대중교통 등,3,6,4,3,6,6,2.0,0.0,0.0,13.2
58,2209180003,a_a002054,a002054,메가박스 의정부민락,경기 의정부시 민락동 813-4,180.0,3,0.0,5.0,5.0,5.0,09,A03,자가용,2,4,2,4,4,6,2.0,0.0,0.0,16.5
59,2208160003,a_a002054,a002054,포천아트밸리,경기 포천시 신북면 기지리 282,30.0,1,1.0,4.0,4.0,4.0,09,A03,자가용,2,4,2,4,4,6,2.0,0.0,0.0,13.2
60,2208280001,a_a002345,a002345,아침고요수목원,경기 가평군 상면 행현리 623-3,120.0,1,1.0,5.0,5.0,5.0,09,A03,자가용,1,4,4,4,4,3,3.0,0.0,0.0,16.5
61,2208060004,a_a000087,a000087,두타.밀리오레,서울특별시 중구 을지로6가,60.0,4,1.0,5.0,5.0,5.0,08,A01,자가용,4,1,1,4,2,4,3.0,1.0,0.0,16.5
62,2208070002,a_a000087,a000087,CGV 용산아이파크몰,서울 용산구 한강로3가 40-999,330.0,3,0.0,5.0,5.0,5.0,08,A01,자가용,4,1,1,4,2,4,3.0,1.0,0.0,16.5
63,2208060003,a_a000087,a000087,마로니에공원,서울 종로구 동숭동 1-124,150.0,1,1.0,5.0,5.0,5.0,08,A01,자가용,4,1,1,4,2,4,3.0,1.0,0.0,16.5
64,2208200012,a_a014858,a014858,남산공원,서울 중구 예장동 산 5-6,120.0,1,0.0,4.0,3.0,4.0,11,A01,대중교통 등,5,1,4,4,2,7,2.0,0.0,0.0,12.4
65,2211050006,a_a014858,a014858,이마트 수서점,서울 강남구 수서동 724,30.0,4,0.0,5.0,5.0,5.0,11,A01,대중교통 등,5,1,4,4,2,7,2.0,0.0,0.0,16.5
66,2211060003,a_a014858,a014858,용리단길,서울 용산구 한강로2가 412,30.0,4,0.0,3.0,3.0,4.0,11,A01,대중교통 등,5,1,4,4,2,7,2.0,0.0,0.0,10.9
67,2209030004,a_a000949,a000949,봄날아트홀,서울 종로구 동숭동 1-153,90.0,3,0.0,4.0,4.0,4.0,09,A01,대중교통 등,3,2,2,6,6,6,3.0,0.0,0.0,13.2
68,2208120005,a_a000949,a000949,여의도한강공원,서울 영등포구 여의도동 85,120.0,1,0.0,3.0,2.0,3.0,09,A01,대중교통 등,3,2,2,6,6,6,3.0,0.0,0.0,9.1
69,2209020005,a_a000949,a000949,보신각터,서울 종로구 관철동 45-5,30.0,2,0.0,3.0,3.0,3.0,09,A01,대중교통 등,3,2,2,6,6,6,3.0,0.0,0.0,9.9
70,2209030004,a_a000949,a000949,언더스탠드에비뉴,,30.0,4,0.0,2.0,2.0,2.0,09,A01,대중교통 등,3,2,2,6,6,6,3.0,0.0,0.0,6.6
71,2208110005,a_a000949,a000949,광화문,서울 종로구 세종로 1-58,60.0,2,0.0,4.0,4.0,4.0,09,A01,대중교통 등,3,2,2,6,6,6,3.0,0.0,0.0,13.2
72,2208130004,a_a000949,a000949,청계천,서울 종로구 서린동 148,30.0,7,0.0,4.0,4.0,4.0,09,A01,대중교통 등,3,2,2,6,6,6,3.0,0.0,0.0,13.2
73,2209030006,a_a000949,a000949,서울숲공원 가족마당 무신사 패선 전시회,,120.0,3,0.0,5.0,5.0,5.0,09,A01,대중교통 등,3,2,2,6,6,6,3.0,0.0,0.0,16.5
74,2208210003,a_a000949,a000949,서울숲,서울 성동구 성수동1가 678-1,30.0,1,0.0,3.0,3.0,3.0,09,A01,대중교통 등,3,2,2,6,6,6,3.0,0.0,0.0,9.9
75,2210160004,a_a007960,a007960,빈티지패션팩토리 용인본점,경기 용인시 처인구 모현읍 일산리 48-4,30.0,4,0.0,3.0,2.0,2.0,10,A03,,4,2,6,2,2,5,1.0,0.0,0.0,8.1
76,2208280003,a_a007960,a007960,보정동카페거리,경기 용인시 기흥구 보정동 1344,150.0,4,0.0,5.0,5.0,5.0,10,A03,,4,2,6,2,2,5,1.0,0.0,0.0,16.5
77,2208170003,a_a003441,a003441,에버랜드,경기 용인시 처인구 포곡읍 전대리 310,120.0,6,1.0,5.0,5.0,5.0,10,A03,자가용,3,1,7,2,7,7,3.0,0.0,0.0,16.5
78,2210110003,a_a003441,a003441,에버랜드 로스트밸리,경기 용인시 처인구 포곡읍 전대리 482,60.0,6,1.0,5.0,5.0,5.0,10,A03,자가용,3,1,7,2,7,7,3.0,0.0,0.0,16.5
79,2210110010,a_a003441,a003441,에버랜드 정문,경기 용인시 처인구 포곡읍 유운리 551-11,60.0,6,0.0,5.0,5.0,5.0,10,A03,자가용,3,1,7,2,7,7,3.0,0.0,0.0,16.5
80,2210090015,a_a003441,a003441,에버랜드 아마존익스프레스,경기 용인시 처인구 포곡읍 전대리 506,90.0,6,0.0,5.0,5.0,5.0,10,A03,자가용,3,1,7,2,7,7,3.0,0.0,0.0,16.5
81,2209030002,a_a003441,a003441,난지한강공원,서울 마포구 상암동 495-72,60.0,1,1.0,5.0,5.0,5.0,10,A03,자가용,3,1,7,2,7,7,3.0,0.0,0.0,16.5
82,2210110005,a_a003441,a003441,에버랜드 매직타임레스토랑,경기 용인시 처인구 포곡읍 전대리 546-118,60.0,6,0.0,5.0,5.0,5.0,10,A03,자가용,3,1,7,2,7,7,3.0,0.0,0.0,16.5
83,2208090005,a_a003441,a003441,스타필드 고양,경기 고양시 덕양구 동산동 370,210.0,4,1.0,5.0,5.0,5.0,10,A03,자가용,3,1,7,2,7,7,3.0,0.0,0.0,16.5
84,2210110007,a_a003441,a003441,에버랜드 T익스프레스,경기 용인시 처인구 포곡읍 전대리 310,30.0,6,1.0,5.0,4.0,5.0,10,A03,자가용,3,1,7,2,7,7,3.0,0.0,0.0,15.7
85,2210110002,a_a003441,a003441,포메인 에버랜드직영점,경기 용인시 처인구 포곡읍 전대리 310,60.0,6,0.0,5.0,5.0,5.0,10,A03,자가용,3,1,7,2,7,7,3.0,0.0,0.0,16.5
86,2208120005,a_a014835,a014835,여의도한강공원,서울 영등포구 여의도동 85,90.0,1,0.0,4.0,3.0,4.0,11,A01,자가용,4,4,1,4,7,4,2.0,0.0,0.0,12.4
87,2208080015,a_a014835,a014835,명동거리,서울 중구 명동2가,60.0,4,1.0,3.0,3.0,3.0,10,A01,자가용,4,4,1,4,7,4,2.0,0.0,0.0,9.9
88,2210300004,a_a014835,a014835,남산타워,,60.0,13,0.0,3.0,3.0,3.0,10,A01,자가용,4,4,1,4,7,4,2.0,0.0,0.0,9.9
89,2210290005,a_a014835,a014835,"이태원거리, 롯데월드타워몰",서울 용산구 이태원동 119-23,30.0,4,1.0,1.0,1.0,1.0,10,A01,자가용,4,4,1,4,7,4,2.0,0.0,0.0,3.3
90,2208060001,a_a014835,a014835,롯데월드,서울 송파구 잠실동 40-1,120.0,6,1.0,3.0,3.0,3.0,10,A01,자가용,4,4,1,4,7,4,2.0,0.0,0.0,9.9
91,2210290007,a_a014835,a014835,논현먹자골목,,30.0,4,1.0,4.0,5.0,5.0,10,A01,자가용,4,4,1,4,7,4,2.0,0.0,0.0,15.0
92,2208080004,a_a001321,a001321,파주프리미엄아울렛,경기 파주시 탄현면 법흥리 1790-8,240.0,4,0.0,4.0,4.0,4.0,08,A03,자가용,2,2,2,5,2,6,2.0,0.0,0.0,13.2
93,2208140001,a_a001321,a001321,헤이리예술마을,경기 파주시 탄현면 법흥리 1652-239,60.0,7,0.0,5.0,5.0,4.0,08,A03,자가용,2,2,2,5,2,6,2.0,0.0,0.0,15.5
94,2208280003,a_a001321,a001321,심학산둘레길,경기 파주시 동패동 산 284-10,60.0,7,0.0,4.0,4.0,4.0,08,A03,자가용,2,2,2,5,2,6,2.0,0.0,0.0,13.2
95,2208180002,a_a001382,a001382,두물머리,경기 양평군 양서면 양수리,120.0,1,0.0,4.0,4.0,4.0,08,A03,자가용,4,4,3,4,5,5,2.0,0.0,0.0,13.2
96,2208300007,a_a008269,a008269,경의선책거리,서울 마포구 동교동 190-1,30.0,4,0.0,4.0,4.0,4.0,10,A01,대중교통 등,6,2,2,2,6,5,1.0,0.0,0.0,13.2
97,2210210009,a_a008269,a008269,"동묘공원, 동대문역사문화공원 가는길",,30.0,1,0.0,4.0,3.0,3.0,10,A01,대중교통 등,6,2,2,2,6,5,1.0,0.0,0.0,11.4
98,2210010003,a_a008269,a008269,KT&G상상마당 홍대,서울 마포구 서교동 367-5,30.0,3,0.0,4.0,3.0,4.0,10,A01,대중교통 등,6,2,2,2,6,5,1.0,0.0,0.0,12.4
99,2210220008,a_a008269,a008269,올리브영 신촌타운점,서울 서대문구 창천동 18-30,0.0,4,0.0,4.0,3.0,1.0,10,A01,대중교통 등,6,2,2,2,6,5,1.0,0.0,0.0,9.4
100,2210210005,a_a008269,a008269,에이랜드 홍대점,서울 마포구 서교동 357-5,30.0,4,0.0,4.0,3.0,4.0,10,A01,대중교통 등,6,2,2,2,6,5,1.0,0.0,0.0,12.4
101,2208130004,a_a008269,a008269,청계천,서울 종로구 서린동 148,60.0,7,0.0,4.0,3.0,3.0,10,A01,대중교통 등,6,2,2,2,6,5,1.0,0.0,0.0,11.4
102,2210210010,a_a008269,a008269,뉴뉴,서울 중구 신당동 204-1,30.0,4,0.0,4.0,3.0,2.0,10,A01,대중교통 등,6,2,2,2,6,5,1.0,0.0,0.0,10.4
103,2210230006,a_a008269,a008269,에이랜드 잠실점,서울 송파구 신천동 29,30.0,4,0.0,4.0,3.0,2.0,10,A01,대중교통 등,6,2,2,2,6,5,1.0,0.0,0.0,10.4
104,2210220006,a_a008269,a008269,필름포럼,서울 서대문구 대신동 85-1,120.0,3,0.0,4.0,4.0,5.0,10,A01,대중교통 등,6,2,2,2,6,5,1.0,0.0,0.0,14.2
105,2208200001,a_a008269,a008269,남산서울타워,서울 용산구 용산동2가 산 1-3,90.0,7,1.0,4.0,4.0,5.0,10,A01,대중교통 등,6,2,2,2,6,5,1.0,0.0,0.0,14.2
106,2208250003,a_a008269,a008269,교보문고 광화문점,서울 종로구 세종로 119,60.0,4,0.0,4.0,3.0,4.0,10,A01,대중교통 등,6,2,2,2,6,5,1.0,0.0,0.0,12.4
107,2208090007,a_a008269,a008269,롯데월드타워,서울 송파구 신천동 29,90.0,13,1.0,4.0,3.0,3.0,10,A01,대중교통 등,6,2,2,2,6,5,1.0,0.0,0.0,11.4
108,2210210006,a_a008269,a008269,에이에이플레이스,서울 마포구 동교동 163-20,30.0,4,0.0,4.0,3.0,3.0,10,A01,대중교통 등,6,2,2,2,6,5,1.0,0.0,0.0,11.4
109,2210020002,a_a014022,a014022,율동공원,경기 성남시 분당구 율동 318,180.0,1,1.0,5.0,5.0,5.0,10,A01,자가용,1,1,4,5,2,6,1.0,0.0,0.0,16.5
110,2208080006,a_a014022,a014022,더현대서울,서울 영등포구 여의도동 22,180.0,4,0.0,5.0,5.0,5.0,10,A01,자가용,1,1,4,5,2,6,1.0,0.0,0.0,16.5
111,2209070003,a_a000567,a000567,망원한강공원,서울 마포구 망원동 205-4,30.0,1,0.0,4.0,4.0,4.0,09,A03,대중교통 등,4,2,2,4,2,7,2.0,0.0,0.0,13.2
112,2209060003,a_a000567,a000567,나라셀라 롯데백화점 잠실점,,0.0,4,0.0,4.0,4.0,3.0,09,A03,대중교통 등,4,2,2,4,2,7,2.0,0.0,0.0,12.2
113,2208050002,a_a004296,a004296,오이도 빨강등대,경기 시흥시 정왕동 2043,30.0,7,0.0,4.0,4.0,4.0,10,A02,,1,2,2,3,1,4,2.0,0.0,0.0,13.2
114,2208240007,a_a004296,a004296,시흥오이도박물관,경기 시흥시 정왕동 2202-6,30.0,2,0.0,4.0,4.0,4.0,10,A02,,1,2,2,3,1,4,2.0,0.0,0.0,13.2
115,2210020001,a_a004263,a004263,철원한탄강 주상절리길,강원 철원군 갈말읍 군탄리 산 78-2,150.0,1,0.0,4.0,4.0,4.0,10,A03,자가용,1,2,6,6,6,6,3.0,1.0,0.0,13.2
116,2208250004,a_a004263,a004263,임진각관광지,경기 파주시 문산읍 마정리 1198-1,540.0,3,0.0,4.0,4.0,4.0,10,A03,자가용,1,2,6,6,6,6,3.0,1.0,0.0,13.2
117,2209090004,a_a004263,a004263,고석정꽃밭,강원 철원군 동송읍 장흥리 10-2,210.0,1,0.0,5.0,5.0,5.0,10,A03,자가용,1,2,6,6,6,6,3.0,1.0,0.0,16.5
118,2208200006,a_a011900,a011900,오이도,경기 시흥시 정왕동 1073,60.0,1,1.0,4.0,5.0,4.0,11,A03,자가용,4,4,4,4,4,4,1.0,0.0,0.0,14.0
119,2211060004,a_a011900,a011900,옥구공원,경기 시흥시 정왕동 2138,150.0,1,1.0,5.0,5.0,5.0,11,A03,자가용,4,4,4,4,4,4,1.0,0.0,0.0,16.5
120,2211060003,a_a011900,a011900,생명의나무전망대+빨간등대,경기 시흥시 정왕동 2043,60.0,1,1.0,5.0,5.0,5.0,11,A03,자가용,4,4,4,4,4,4,1.0,0.0,0.0,16.5
121,2208270004,a_a002193,a002193,제이드가든수목원,강원 춘천시 남산면 서천리 산 111,210.0,1,0.0,5.0,4.0,5.0,09,A03,자가용,3,1,6,3,2,6,3.0,0.0,0.0,15.7
122,2209100001,a_a002193,a002193,춘천삼악산호수케이블카,강원 춘천시 삼천동 392-10,120.0,6,0.0,5.0,5.0,5.0,09,A03,자가용,3,1,6,3,2,6,3.0,0.0,0.0,16.5
123,2208240007,a_a001256,a001256,시흥오이도박물관,경기 시흥시 정왕동 2202-6,120.0,2,0.0,5.0,5.0,5.0,08,A03,자가용,4,1,4,7,1,7,2.0,0.0,0.0,16.5
124,2208300003,a_a001256,a001256,동춘서커스 상설공연장,경기 안산시 단원구 대부북동 1849-31,90.0,3,0.0,5.0,5.0,5.0,08,A03,자가용,4,1,4,7,1,7,2.0,0.0,0.0,16.5
125,2208090004,a_a000056,a000056,롯데몰 수원점,경기 수원시 권선구 서둔동 296-77,60.0,4,0.0,4.0,4.0,4.0,08,A03,대중교통 등,6,3,4,4,2,2,1.0,0.0,0.0,13.2
126,2208090005,a_a000056,a000056,AK플라자 AKTown점,경기 수원시 팔달구 매산로1가 18,60.0,4,0.0,4.0,3.0,3.0,08,A03,대중교통 등,6,3,4,4,2,2,1.0,0.0,0.0,11.4
127,2208070004,a_a000056,a000056,수원화성,경기 수원시 장안구 영화동 320-2,60.0,2,0.0,5.0,5.0,5.0,08,A03,대중교통 등,6,3,4,4,2,2,1.0,0.0,0.0,16.5
128,2208070002,a_a000056,a000056,방화수류정,경기 수원시 팔달구 매향동 151,30.0,2,0.0,5.0,5.0,5.0,08,A03,대중교통 등,6,3,4,4,2,2,1.0,0.0,0.0,16.5
129,2208100002,a_a000056,a000056,효원공원 월화원,경기 수원시 팔달구 인계동 1117,60.0,1,0.0,5.0,4.0,4.0,08,A03,대중교통 등,6,3,4,4,2,2,1.0,0.0,0.0,14.7
130,2208080004,a_a000056,a000056,행궁동벽화마을,경기 수원시 팔달구 북수동,60.0,7,0.0,4.0,5.0,5.0,08,A03,대중교통 등,6,3,4,4,2,2,1.0,0.0,0.0,15.0
131,2208110002,a_a000012,a000012,장안공원 화서문,경기 수원시 팔달구 장안동 331,0.0,2,0.0,4.0,4.0,4.0,08,A03,대중교통 등,3,1,3,4,1,5,1.0,0.0,0.0,13.2
