key,value
732,독도박물관
2354,울릉 옛군수관사
430,나리분지
737,독도전망대케이블카
3582,행남해안산책로
1209,뷰제주하늘
3597,헬로키티아일랜드
1706,수목원길야시장
1030,물의도시 베니스랜드
1884,아르떼뮤지엄 제주
1533,설문대여성문화센터
208,고인돌체육관
109,강화아시아드BMX경기장
3522,함허동천시범야영장
96,강화기독교역사기념관
99,강화도 외포항젓갈수산시장
199,고성오일시장
3547,해뜨는초록마을
1568,성산포수협 수산물유통센터
545,노형수퍼마켙
1610,세화민속오일시장
1701,수마포해안
1508,선녀바위
1551,성산K마트
2014,에로스서각박물관
1086,박지도
3300,퍼플박스
3097,충렬사
3241,통영삼도수군통제영
2248,외도보타니아
148,거제파노라마케이블카
144,거제식물원 정글돔
2193,올레길 21코스
1291,산방산
1430,서귀포자연휴양림
3180,"탑동 해안산책로(탑동광장), 산지천"
1578,성안올레길
1879,아라리오뮤지엄 동문모텔2
1878,아라리오뮤지엄 동문모텔1
1334,삼성혈
2688,제주곶자왈도립공원
2309,우도봉수대
3147,코코나라
3181,탑동광장
973,목장카페드르쿰다
1816,신창풍차해안도로
972,목장카페 밭디
3129,캔디원
2045,여수낭만포차거리
2465,이순신광장
1219,블루요트
2061,여수해상케이블카
3045,천제연폭포
1686,쇠소깍
1977,약천사
656,대포주상절리대
2946,중문해수욕장
2468,이승이오름
2617,절물자연휴양림
1567,성산포성당
436,나산들공원
175,경주풍력발전단지
437,나아해변
1662,송대말등대 빛체험전시관
173,경주문무대왕릉
2682,제주감귤박람회
2201,올레길 7코스(서귀포-월평 올레)
2746,제주별책부록
1424,서귀포예술의전당
2478,이중섭미술관
2888,조각공원
814,드르니항
1826,신화관 제주신화월드호텔앤리조트
1829,신화워터파크
1839,신화테마파크
2402,월정리해수욕장
161,검멀레해변
1458,서빈백사
3298,퍼시픽리솜 요트투어샹그릴라
1383,생각하는정원
3643,화순항관리사무소
1299,산방산탄산온천
440,나인브로스커피
780,동복 해녀해산물직판장
2151,오저여
547,노형슈퍼마켙
1239,비진도해수욕장
792,동피랑벽화마을
833,디피랑
2055,여수수산시장
750,돌산공원
211,고하도전망대
2128,오동도
2735,제주문화예술진흥원 제주문예회관
476,남원큰엉해변
3586,행원연대봉
2132,오르머
1018,문도지오름
1224,비밀의숲
2398,월미테마파크
2535,일본풍거리
2525,인천차이나타운
2512,인천개항장 근대건축전시관
1821,신포국제시장
2390,월미도
2100,영종도
2461,이쁜선물가게
2275,용마마을
3007,짜장면박물관
2450,을왕리해수욕장
2103,영종씨사이드 레일바이크
676,더위크앤 리조트
2146,오션브리즈
2950,중앙전통시장
2620,정남진물축제
611,담양온천
3250,통영한산대첩축제
3083,초콜릿랜드
3302,페이보릿
3308,평대리해수욕장
3199,태웃개
2934,중문단지축구장
3403,학동흑진주몽돌해변
137,거제고현시장
141,거제맹종죽테마공원
1149,보길도
976,목포구 등대
360,금안한글체험휴양마을
789,동천석실
1638,소안도
2122,예송리해수욕장
1606,세연정
613,당사도
42,가사도
126,거문도등대
218,곡수당
1227,비봉공룡알화석지
922,망끝전망대
224,공룡알해변
2041,여수 상백도하백도일원
2924,죽녹원
984,목포종합수산시장
3039,천사섬 분재공원
1461,서시장전통시장
1802,신양섭지해수욕장
1406,서귀포 잠수정
3681,휘닉스제주섭지코지 해안산책로
1828,신화역사공원
3020,창꼼
3453,한라산국립공원 성판악탐방로
718,도련감귤나무숲
2619,점보빌리지
3109,카멜리아힐
2781,제주시관광안내센터
807,두발로하이킹
1844,신흥해수욕장
2210,올레야시장
722,도리빨
1906,아침미소목장
244,관음사
2263,용담삼동 2159
2459,이마트
1753,스캠프짐
3660,황우지선녀탕
884,마니산
1463,서우봉 산책로
450,낙타트래킹
1483,서해5도 수산물복합문화센터
1696,수기해변
262,구봉산
958,모도
1695,수기전망대
47,가파도
1428,서귀포유람선
684,더힐링타임
1217,블루보틀 옆 천미천
2437,유채꽃프라자
209,고창핑크뮬리축제
1566,성산포JC공원
543,노형동
1271,사려니숲길
3433,한라산 등반
2139,오설록 제주티뮤지엄
3684,휴애리
1070,바람의언덕
2222,와현모래숲해수욕장
3533,해금강
581,다락쉼터 인증센터
2710,제주도자전거대여 보물섬하이킹
3330,표선해변 인증센터
1672,송악산 인증센터
1687,쇠소깍 인증센터
388,김녕성세기해변 인증센터
3513,함덕서우봉해변 인증센터
1248,빛의 벙커
3530,해거름마을공원 인증센터
1960,애월카페거리
2609,전라남도해양수산과학관
912,만성리검은모래해변
2656,제주 동문재래시장
3514,함덕어촌 마을어장
300,군산
1373,새별프렌즈
567,느지리오름
1848,싱계물공원
2549,자구리문화예술공원
859,렛츠런파크제주
2742,제주바다체험장
2212,올레중앙시장
1450,서머셋 제주신화월드
1077,바이나흐튼 크리스마스박물관
3190,태고암
635,대송 솔구지 전망대
1380,새천년기념공원
3057,천황산
620,대기봉
685,덕동해수욕장
2431,유동노을 전망대
2257,욕지도 제2출렁다리
422,꿀봉이
703,도동해변
3046,천주교욕지공소
2842,제주칠성로
1340,삼양해수욕장
3269,파라다이스시티 수영장
3273,파라다이스시티 원더박스
3065,청라호수공원
3270,파라다이스시티 씨메르
3274,파라다이스시티 파라다이스 아트스페이스
3077,청아투명카약
2750,제주불빛정원
2792,제주신라호텔 수영장
2795,제주신라호텔 테라스가든
3004,짐보리
2793,제주신라호텔 쉬리 벤치 촬영장 산책길
2796,제주신라호텔 패스트리 부티크
679,더큐브리조트 제주
1162,보목해안도로
33,art circus
819,드르쿰다in성산
1911,아쿠아플라넷제주 오션아레나
1052,민박 앞 산책
2125,오늘은녹차한잔
3368,하도해변
1034,미구엘 슈발리에 특별전
45,가우도출렁다리
88,강진병영 하멜기념관및 강진병영전라성
3540,해녀박물관
2224,와흘메밀농촌체험휴양마을
2833,제주조천스위스마을
106,강화성당
95,강화군 강화읍 조경희 박물관
2291,용흥궁
3671,훈데르트바서파크
3321,포레스트사파리
3136,케이팝스타코인노래방
1721,수월봉전기자전거
1710,"수목원테마파크, 수목원 야시장"
318,귤귤스토어
3420,한담몰
152,건강과성박물관
968,모이소
1690,쇠소깍수상레저 전통테우
753,돌염전
3296,퍼시픽리솜 마린스테이지
28,ICC제주국제컨벤션센터
2824,제주왕감귤체험농장
216,고흥우주발사전망대
427,나로우주센터 우주과학관
2603,적금전망교차로
470,남열해돋이해수욕장
655,대평
3635,화순곶자왈
1120,범섬
1084,박수기정
1938,알레올레 할머니의 차방
2548,자구리공원
3594,헤이서귀포
777,동백동산습지센터
1474,서프라이즈테마파크
1603,세미양오름
2711,제주돌마을공원
2787,제주시청
3040,천아계곡
1918,안덕산방도서관
3470,한라생태숲
3429,한라도서관
1825,신화관 제주신화월드 스카이풀
3663,황우치해변
1834,신화월드 테마파크 C-4구역 전기차충전소 전기차충전소
829,"디아넥스 온천, 수영장"
1173,본태박물관
2707,제주도립김창열미술관
2709,제주도서핑샵 문서프
66,감귤박물관
2084,열방교회
862,로봇플래닛
3687,휴애리자연생활공원
1361,상효원수목원
2340,우영우 촬영지
1723,수월봉지질트레일
2101,영종도 구읍뱃터 바닷가
2238,왕산마리나
1664,송도센트럴파크
1615,센트럴공원수상택시
2763,제주선물가게
2831,제주자전거여행
177,계룡돈대
1651,손짜장마을
2634,제물진두순교성지 휴게실
1083,박석공원
2518,인천서구녹청자박물관
3048,천주교인천교구 성모순례지
409,김포성당
2986,진무영순교성지
2469,이승훈묘
1700,수리산성지
75,갑곶순교성지 50주년기념영성센터
2595,저동
657,대풍감
2365,울릉예림원
3123,카페울라
2367,울릉천국아트센터
2351,울라웰컴하우스
710,도두봉공원
352,금능해수욕장~금능 주변 가게 구경
248,광안리해수욕장
1057,밀락 더 마켓
938,메이즈랜드
2724,제주레일바이크
3257,트레이닝 팜트리
1003,무릉곶 자왈아름다운숲길
2499,이호해수욕장 근처 지도에 없는 꽃밭
3648,환상숲곶자왈공원
1449,서림연대
614,당산봉
2885,제주환상전기자전거
2892,조랑말체험공원
324,귤의 정원 바령
1815,신창풍차해안
1601,세리월드
2723,제주라프
1854,쏠비치 진도
2281,용연계곡
160,검멀레마을회
2748,제주본참숯불갈비
2616,절물 자연휴양림
1268,사려니 숲길
1371,새별오름 억새축제
2489,이호테우 해수욕장
1287,산방굴사
3060,첫구지바위
1772,시목해수욕장
622,대동염전
960,모래구미해변
3650,환상의정원
398,김대중대통령생가
2380,원평해수욕장
3160,큰바위얼굴
948,명사십리해수욕장
2554,자산어보촬영지
506,내촌마을 돌담길
909,만년사
3029,천년의샘
3394,하트해변
3388,하의3도농민운동기념관
2228,완도음식문화거리
1471,서편제촬영지
1118,범바위
2372,원동마을회관
2575,장미하우스펜션
579,다도해해상 정도리탐방지원센터
1810,신지명사십리해수욕장
2231,완도타워
1177,봄의왈츠촬영지
2988,진산갯돌해변
1275,사슴공방
1210,브랭섬홀 아시아 아이스링크
2319,우도지석묘
924,망루등대
2630,제
2186,올레길 16코스(고내-광령 올레)
1172,본초족욕
3178,탐라승마장
3508,함덕돌핀레저
482,남해독일마을
584,다랭이마을
3637,화순금모래해수욕장
2198,올레길 5코스(남원-쇠소깍 올레)
3346,피규어뮤지엄제주
2613,전주한옥마을
2416,위미리
2262,용담공원
1453,서복전시관
920,말산메
1684,쇠머리오름
2304,우도등대공원
3375,하멜등대
25,GS칼텍스 예울마루
952,명진농수특산물직판장
1229,비양도
3337,프렌즈스크린골프 인화
3469,한라산컨트리클럽
120,개월이오름
2863,제주한라대학교 한라컨벤션센터
563,누웨마루거리
894,마방목지
1327,삼무공원
2284,용연구름다리
1264,사라봉공원
2788,제주시탐라도서관
530,노리매
2883,제주환상자전거길 1구간
3138,코난해변
3481,한림민속5일시장
3448,한라산국립공원 관음사지구안내소
213,고흐의정원
1065,바닷가
3587,행원환해장성
1790,신례1리 제주메밀 꽃 축제
158,걸어가는늑대들 전이수갤러리
1442,서귀포항
2374,원앙폭포
2877,제주허브동산
3461,한라산둘레길 수악길
2235,왈종미술관
3398,하효살롱협동조합
1325,삼매봉공원
3322,포로수용소유적공원
3249,통영케이블카
1624,소노캄거제 오션어드벤처
2223,와현유람선매표소
1646,속골
3204,태하전망대
2363,울릉도황토구미
3203,태하 향목관광모노레일
3033,천부전망대
3205,태하항
1331,삼선암
3600,현포항
2094,영일대해수욕장
3517,함덕해수욕장 근처 길
2743,제주밭담테마공원
3447,한라산국립공원
275,구조라해수욕장
1728,숙소 앞 일출명소
1873,아날로그감귤밭
2490,이호테우꽃밭
1111,백일홍
3224,토이파크
2729,제주맥주 양조장
3,1100고지습지 람사르습지
3468,한라산영실휴게소
1850,싱싱잇
2042,여수 해양공원
3589,향일암
1909,아쿠아플라넷 여수
445,낙안읍성민속마을
1735,순천만습지
1439,서귀포치유의숲
2623,정모시쉼터
1978,양떼목장
3170,타이거탱크 힐링파크
155,걸매생태공원
1466,서울떡볶이
3087,최남단체험감귤농장
728,도치돌목장
510,너와의첫여행
1337,삼양검은모래해변입구교차로
2716,제주동문수산시장
2496,이호테우해수욕장 화장실
2747,제주보리빵마을
1395,서귀다원
2195,올레길 3-A코스(온평-표선 올레)
2411,월정투명카약
2192,올레길 20코스(김녕-하도 올레)
3012,차귀도달래배낚시
1321,삼다수숲길
2189,올레길 19코스(조천-김녕 올레)
1305,산양곶자왈 입구
1374,새빌
2167,옥포해안산책로
1981,양지암 조각공원
136,거제 옥포대첩기념공원 승전기념비
343,근포동굴
2593,저구마을
929,매미성
1145,병산도전망대
2064,여차몽돌해수욕장
2074,연미정
113,강화풍물시장
773,동문재래시장야시장
19,CGV 제주
29,J1카트클럽
3646,화조원
2006,엄장해암길
2638,제부도 빨간등대
2637,제부도 매바위
3189,탑재산
1487,서해랑 제부정류장
1868,아끈다랑쉬오름
3393,하트랜드
2891,조랑말박물관
1940,알작지해변
3010,차귀도
2624,정물오름
3450,한라산국립공원 관음사탐방로
3471,한라서적타운
564,누하스 세컨드하우스
3342,플레이스캠프제주
3688,휴애리핑크뮬리축제
1398,서귀진지
3591,허니문하우스
1689,쇠소깍다리
166,게우지코지
403,김서프제주
1006,무민랜드제주
1883,아르떼뮤지엄 여수
2054,여수수산물특화시장
3283,파파빌레
3127,캐릭파크
610,닭머르해안길 1코스
822,들락날락센터
1384,생이기정
2565,작은 멀곶
2546,자갈치시장
176,경포대
1681,송정해수욕장
2088,영덕해파랑공원
3200,태종대유원지
78,강구항
556,농소몽돌해수욕장
3562,해신당공원
1525,선자령
1780,신남항
1944,애반딧불이서식지
1433,서귀포잠수함
3259,트리플스트리트
1822,신포문화의거리
3546,해든뮤지움
1665,송도센트럴파크 웨스트보트하우스
1952,애월바람타고
2181,올레길 14코스(저지-한림 올레)
241,관덕정
2806,제주아트서커스
2659,제주 성읍 녹차밭
2325,우리 승마장
1898,아이존액트
2160,옥구공원
2150,오이도전통수산시장
3102,친구네집 옆
2233,완도해변공원
2230,완도정도리구계등
1620,소길별하
3466,한라산아래첫마을
2009,엉또폭포
2713,제주돌문화공원 돌박물관야외무대
1916,안녕성산
1091,방림원
100,강화루지
1051,민머루해수욕장
254,교동대룡시장
354,금문도
1163,보문사
1631,소머리오름
3661,황우지해안
2187,올레길 17코스(광령-제주원도심 올레)
1968,액티브파크
1298,산방산용머리지오트레일
3669,후해석벽
3218,테마보석사우나
1548,성남시청
1493,서현역광장
3254,통영활어시장
1798,신선대
1752,스카이워터쇼
612,답다니탑망대
1249,뽀로로앤타요테마파크 제주
1081,바인드
3649,환상의 자전거길
1943,앙뚜아네트 용담점 옆 벤치
22,CU 제주 서해안로점 앞 바다
628,대병악
3165,클럽클리프
874,루나피크닉
1090,밧돌오름
378,"김녕 지오트레일,제주올레길"
134,거슨세미오름
1657,송당리
2563,작가의산책길
2564,작가의산책길 종합안내소
1294,산방산 유람선
1740,쉬리의언덕
2691,제주국제평화센터
217,고흥우주천문과학관
2660,제주 세계자연유산센터
3464,한라산둘레길 천아숲길
154,걸리버여행기
3121,카페아이니
936,메밀꽃밭
1679,송정농원
2670,제주 유리의성
875,루씨쏜아뜰리에
551,논짓물해변
304,군산오름 등산로 입구
589,다이나믹메이즈
3592,허브동산
673,더블유
1024,문화예술 공공수장고
2649,제승당
1045,미륵산
2996,진주중앙시장
3574,해저터널
2995,진주성
2261,용눈이오름
3485,한림수협 다목적어업인종합지원센터
2602,저지오름
3476,한림 작은영화관
3089,추사유배지
1060,바다
2966,지미스우도 보트관광
1581,성읍랜드
794,동한두기
3672,훈데르트윈즈
1989,어영공원
1591,성지도예
1447,서귀포향토오일시장
2418,위미항
54,간월암
1153,보령해저터널
652,대천항수산시장
3293,패밀리랜드
654,대천해수욕장 스카이바이크
1693,쇠소깍크루즈
387,김녕사굴
1132,벵뒤굴
115,강화화개산모노레일
453,난정저수지
255,교동망향대
108,강화씨사이드리조트
3536,해넘이마을
2896,조양방직
665,대한성공회 강화성당
185,고려궁지
2955,지금사계
1128,베리제주
1202,북촌환해장성
2862,제주하늘을날다 체험비행장소
3292,패러글라이딩 착륙장
178,계룡산
1031,물이 흐르는 곳
146,거제어드벤처패러글라이딩
2452,의령전통시장
180,고고락볼링장
1246,빌리bike
2303,우도등대
1573,성산포항우도도항선매표소
3569,해안절벽
561,농협은행제주수련원 해오름
1166,보물섬하이킹
2687,제주공항기념품샾
844,라온골프클럽
675,더시에나컨트리클럽 제주
536,노을해안1014
2611,전주부채문화관
1529,선화당
3068,청산도슬로길 10코스(노을길)
270,구이마을
2607,전동성당
2232,완도타워스카이
3630,화랑포전망대
3070,청산도슬로길 1코스미항길
2225,완도모노레일
3069,청산도슬로길 11코스(미로길)
3399,하효쇠소깍해변
2403,월정리해안도로
3169,타라타전동킥보드
466,남성중로
1440,서귀포칠십리시공원
940,메종글래드제주 더파티오풀
2211,올레일품
1616,소공녀글라스
2879,제주현대미술관
825,듬뿍토스트
1920,안돌오름
1161,보메와산 감귤체험농장
595,단산
651,대정향교
1520,선유도해수욕장
1457,서부두수산시장
404,김영갑갤러리두모악
1609,세화리109
3518,함덕해수욕장 도로
3519,함덕해수욕장 잔디광장
413,꼬스뗀뇨
256,교동제비집
666,대한성공회 온수리성당
769,"동막해수욕장, 분오어판장"
3618,호텔시리우스
3619,호텔시리우스 수영장
671,더마파크 더마카트
1628,소랑한닮
1986,어보브앤비욘드
2116,예나르제주공예박물관
347,금능석물원
744,돈내코계곡
805,두모방파제
2270,용두암 해안도로 플로깅
1186,부산아시아드 보조경기장
1751,스카이라인루지 통영
3430,한라산
3015,차귀도체험배낚시횟집
1712,수산봉
2916,종달리해변
127,거문오름
2143,오설록티뮤지엄 서광차밭
1184,봉지동복지회관 근처 김녕바닷길 전망
3152,크루즈 배 선박
1273,사려니숲길 붉은오름 입구
3005,집가는길 우연히 본 거리
1480,서프포인트 제주
2938,중문레져UTV
2245,왜목마을
2570,장고항
2246,왜목마을해수욕장
3019,창고망난돌
2861,제주하늘을날다
1658,송당무끈모루
3326,퐁당제주
1044,미르담
2019,에스엠볼링장
3049,천주교재단  마뗄쉼터
1762,스페인마을
1643,소정방폭포
3164,큰엉해안경승지
3580,행기소
699,도구리알
449,낙천의자공원
2180,올레길 14-1코스(저지-서광 올레)
2179,올레길 13코스(용수-저지 올레)
1451,서문공설시장
20,CGV 제주노형
3146,코지베이킹랩
3187,탑동해안로
554,놀빛바다호
1157,보름왓메밀밭
3220,텐저린267
1358,상춘재
2584,장유사
1019,문동폭포
2951,중앙활어시장
1807,신전해변
724,도리산전망대
642,대장봉
302,군산근대화거리
2979,진도 남도진성
502,내소사
3094,추자도등대
3667,후포해변
2840,제주최영장군사당
565,눈물의십자가
432,나바론절벽
3392,하조도등대
1806,신전한옥마을
1179,봉골레산 정상
529,노루생태관찰원
3115,카페더씨
580,다락쉼터
1230,비양도등대
2845,제주카약올레
3556,해변산책
1025,문화휴식공원
2194,올레길 2코스(광치기-온평 올레)
850,랑데뷰펜션
1259,사곡해수욕장
140,거제도 포로수용소 유적공원 거제랜드
2485,이호정원
1029,물영아리오름
3285,팜셀프카페
2266,용담해안도로
111,강화자연사박물관
2725,제주레포츠랜드
491,남해이순신순국공원
298,국제시장먹자골목
578,다대포해수욕장
3645,화엄사계곡
1357,상주은모래비치
1158,보리암
1038,미깡창고
700,도깨동산
3631,화리
2869,제주해녀 항일운동기념공원
3210,터진목
201,고성오일장
1277,사진말전문갤러리 마음빛그리미
1552,성산마을제단
2434,유민박물관
1387,샤카서핑패들보드팀
890,마라도가파도 정기여객선대합실
1504,석예원 본초족욕 성산
1286,산물관광농원
2836,제주중문관광단지 노을지는시간대 이쁜사진 핫플
855,레몬뮤지엄
128,거문오름 탐방안내소
2479,이중섭미술관 창작스튜디오&공예공방
1452,서복공원
1409,서귀포관광극장
1404,서귀포 올레길 - 천지연 윗길
2949,중앙로터리
2625,정방사
1400,서귀포 명동거리
1913,아트센터 인천
1666,송도워터프런트호수 (2027년예정)
3356,하나개해수욕장
3267,파라다이스시티
2051,여수세계박람회 스카이타워
2029,엑스포해양공원 엑스포공원
625,대명항수산물직판장
886,마라도
3417,한남리머체왓숲길
1489,서해랑제부도해상케이블카 제부승강장
2642,제부도해수욕장
1488,서해랑제부도해상케이블카 전곡승강장
1130,베케
632,대비공원
2467,이승악오름
3105,칠성로쇼핑거리
2839,제주참숯가마찜질방
3047,천주교용수성지
689,덕적도
1472,서포리웰빙삼림욕산책로
1473,서포리해변
1104,백록담
1553,성산스쿠버리조트
2830,제주자연생태공원
1443,서귀포항 동방파제
3367,하도어촌체험마을
766,동막조개어시장
3521,함허동천
1498,석모도미네랄온천
1255,사계항
1917,안덕계곡
3228,톨칸이해변
3627,홍조단괴해빈
277,구좌약국
149,거제해양스포츠
3130,캘리포니아비치
624,대룡시장
2576,장보고기념관
1353,상산
2930,중리해수욕장
3231,통리해수욕장
1639,소안항일운동기념관
110,강화역사박물관
1499,석모도수목원
2207,올레시장
3604,협제해수욕장
1722,수월봉전망대
1709,수목원테마파크 아이스뮤지엄
1233,비양도항
3670,훈데르크바서파크
3067,청산도대성산
2963,지리청송해변입구
1572,성산포항
3055,천진항
2200,올레길 7-1코스(월드컵경기장-서귀포 올레)
107,강화소창체험관
3495,한옥관광안내소
2591,장화리낙조마을
299,국화저수지
2976,진달래섬
245,관청근린공원
105,강화산성북문
104,강화산성 남문
2169,온수리성당
2737,제주물
3493,한수리방파제
957,모던돔베
3216,테라도스
3349,필기
2965,지미봉
1560,성산일출봉 인증센터
2269,용두암 인증센터
3500,한화리조트 거제벨버디어 마리나
3323,포로수용소테마파크
3276,파라토도스
381,김녕로
2780,제주시 한동리
659,대한민국 제주특별자치도 제주시 김녕로21길
660,대한민국 제주특별자치도 제주시 신흥리 14-5
3306,평대리
658,대한민국 제주특별자치도 제주시 김녕로17길
2778,제주시 신흥리
640,대유ATV수렵사격랜드
3390,하이제주
2175,올레길 1-1코스(우도-올레)
1267,사량도
2835,제주중문관광단지
747,돌고래 나오는 포인트
682,더플래닛
1789,신라호텔 야외 패밀리풀
2321,우도한바퀴
2477,이중섭거주지
41,가마오름
1497,석굴암
72,감은사지삼층석탑
763,동궁과월지
2558,자유공원
2511,인천개항박물관
3483,한림성당
2904,조천해안도로
3383,하우마을레저
2848,제주코코몽에코파크
1852,싱싱촘맛집(배낚시
3510,함덕리486
3617,호텔스위트캐슬(스파 체험)
1851,싱싱촘맛집(귤따기 체험
3480,한림면 수원리 일대
3408,한경면 용수항 일대
2279,용수항
2881,제주협재서프
1074,바리메
3488,한림항
997,몽산포해수욕장
1375,새섬
1285,산굼부리매표소
1320,삼다수목장
2315,우도올레보트
3370,하례감귤체험농장
2882,제주홀스타승마장
3161,큰사슴이오름
537,노을해안길 1코스
323,귤스타
2841,제주추사관
895,마보기
340,그리스신화박물관
1880,아라리오뮤지엄 탑동시네마
1534,섬반지
577,다나요가
661,대한민국 제주특별자치도 제주시 애월리 2489
815,드르쿰다
1915,아프리카박물관
3202,태풍투어낚시
2217,옹도
2714,제주동문공설시장
3677,휘닉스제주섭지코지 매표소
2648,제스토리
1388,샵제주
2280,용암언덕
478,남제주 비행기 격납고
2530,일과리방파제 바다(돌고래 출몰지)
541,노을해안로(돌고래 출몰지)
1976,야크마을
1322,삼다초콜릿체험장
405,김정문알로에 알로에숲
419,꽃지카트장
1928,안면암
1589,성인봉등산코스
3405,학포항
3379,하모해변
2632,제동목장
2177,올레길 10코스(화순-모슬포 올레)
203,고스트타운
4,1158족욕카페
3013,차귀도유람선
1795,신산공원
2495,이호테우해수욕장 종합상황실
1714,수산저수지
602,달식당
336,그랜드하얏트제주 수영장
329,그랜드 하얏트 제주 수영장
3025,채석강
1987,어승생
558,농업회사법인 유진팡
2587,장한철산책로
3651,환태평양평화소공원
3086,최남단 모슬포방어축제
473,남원용암해수풀장
3258,트리아이숲로프체험장
1680,송정솔바람해수욕장
490,남해양떼목장 양마르뜨언덕
1356,상주은 모래비치야영장
3340,플랫포트
1531,설리스카이워크
828,디아넥스 온천
1408,서귀포 테니스장
3561,해비치호텔앤리조트 실외수영장
2733,제주목 관아 망경루
2404,월정모살길
3176,탐라문화광장
407,김춘수유품전시관
3137,코나해변
