,VISIT_ID,TRAVEL_ID,TRAVELER_ID,VISIT_AREA_NM,LOTNO_ADDR,RESIDENCE_TIME_MIN,VISIT_AREA_TYPE_CD,REVISIT_YN,DGSTFN,REVISIT_INTENTION,RCMDTN_INTENTION,RATING,VISIT_MM,MVMN_NM,TRAVEL_PURPOSE,TRAVEL_MISSION,TRAVEL_MM,TRAVEL_STYL_1,TRAVEL_STYL_3,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,NUMBER_OF_PERSON,CHILDREN,PARENTS
10,1644,d_d012453,d012453,소천지,제주특별자치도 서귀포시 보목동,30.0,1,0.0,5.0,5.0,5.0,16.5,11,,1;,1;,11,2,3,2,3,6,3,1.0,0.0,0.0
11,133,d_d012453,d012453,거북이한과,제주특별자치도 서귀포시 서귀동 291-6,30.0,4,1.0,5.0,5.0,5.0,16.5,11,,1;,1;,11,2,3,2,3,6,3,1.0,0.0,0.0
12,2768,d_d012453,d012453,제주소나이,제주특별자치도 서귀포시 서귀동 275-6,30.0,4,0.0,5.0,5.0,5.0,16.5,11,,1;,1;,11,2,3,2,3,6,3,1.0,0.0,0.0
13,1625,d_d000233,d000233,소노캄제주 수영장,제주특별자치도 서귀포시 표선면,120.0,6,0.0,4.0,4.0,4.0,13.2,08,자가용,1;2;23;26;3;,1;2;23;26;3;,08,4,2,5,2,6,6,3.0,1.0,0.0
14,1416,d_d000233,d000233,서귀포매일올레시장,제주특별자치도 서귀포시 서귀동 277-1,90.0,4,1.0,4.0,4.0,4.0,13.2,08,자가용,1;2;23;26;3;,1;2;23;26;3;,08,4,2,5,2,6,6,3.0,1.0,0.0
15,2853,d_d000233,d000233,제주특별자치도 민속자연사박물관,제주특별자치도 제주시 일도2동 996-1,60.0,2,0.0,4.0,3.0,4.0,12.4,08,자가용,1;2;23;26;3;,1;2;23;26;3;,08,4,2,5,2,6,6,3.0,1.0,0.0
16,1559,d_d000233,d000233,성산일출봉,제주특별자치도 서귀포시 성산읍 성산리 78,30.0,1,1.0,4.0,4.0,4.0,13.2,08,자가용,1;2;23;26;3;,1;2;23;26;3;,08,4,2,5,2,6,6,3.0,1.0,0.0
17,2197,d_d000233,d000233,올레길 4코스(표선-남원 올레),제주특별자치도 서귀포시 표선면 표선리,30.0,7,0.0,4.0,4.0,4.0,13.2,08,자가용,1;2;23;26;3;,1;2;23;26;3;,08,4,2,5,2,6,6,3.0,1.0,0.0
18,745,d_d000233,d000233,돈내코유원지,제주특별자치도 서귀포시 상효동 1459,30.0,1,0.0,5.0,5.0,5.0,16.5,08,자가용,1;2;23;26;3;,1;2;23;26;3;,08,4,2,5,2,6,6,3.0,1.0,0.0
19,3516,d_d000233,d000233,함덕해수욕장,제주특별자치도 제주시 조천읍 함덕리 1004-10,90.0,1,0.0,4.0,3.0,3.0,11.4,08,자가용,1;2;23;26;3;,1;2;23;26;3;,08,4,2,5,2,6,6,3.0,1.0,0.0
20,2268,d_d000233,d000233,용두암,제주특별자치도 제주시 용담2동 483,30.0,1,1.0,4.0,3.0,3.0,11.4,08,자가용,1;2;23;26;3;,1;2;23;26;3;,08,4,2,5,2,6,6,3.0,1.0,0.0
21,3062,d_d004908,d004908,청굴물,제주특별자치도 제주시 구좌읍 김녕리 1296,30.0,2,0.0,5.0,5.0,5.0,16.5,10,대중교통 등,26;,26;,10,6,3,2,6,3,6,2.0,0.0,0.0
22,2889,d_d004908,d004908,조간대,제주특별자치도 제주시 구좌읍 김녕리 1274,0.0,2,0.0,3.0,3.0,3.0,9.9,10,대중교통 등,26;,26;,10,6,3,2,6,3,6,2.0,0.0,0.0
23,1274,d_d004908,d004908,사려니숲길 입구,제주특별자치도 제주시 봉개동,120.0,1,1.0,5.0,5.0,5.0,16.5,10,대중교통 등,26;,26;,10,6,3,2,6,3,6,2.0,0.0,0.0
24,1599,d_d004908,d004908,세기알해변,제주특별자치도 제주시 구좌읍 김녕리 1200-5,0.0,1,0.0,5.0,4.0,5.0,15.7,10,대중교통 등,26;,26;,10,6,3,2,6,3,6,2.0,0.0,0.0
25,383,d_d004908,d004908,김녕리도대불,제주특별자치도 제주시 구좌읍 김녕리 1270-5,0.0,2,0.0,5.0,5.0,5.0,16.5,10,대중교통 등,26;,26;,10,6,3,2,6,3,6,2.0,0.0,0.0
26,1462,d_d004908,d004908,서우봉,제주특별자치도 제주시 조천읍 함덕리 169-3,60.0,1,0.0,5.0,5.0,5.0,16.5,10,대중교통 등,26;,26;,10,6,3,2,6,3,6,2.0,0.0,0.0
27,2717,d_d004908,d004908,제주동문시장,제주특별자치도 제주시 일도일동 1148-2,30.0,4,1.0,5.0,4.0,5.0,15.7,10,대중교통 등,26;,26;,10,6,3,2,6,3,6,2.0,0.0,0.0
28,1540,d_d001508,d001508,섭지코지,,90.0,2,1.0,5.0,5.0,5.0,16.5,09,대중교통 등,2;22;26;5;,2;22;26;5;,09,1,4,3,4,2,3,3.0,1.0,0.0
29,2838,d_d001508,d001508,제주차귀도요트투어,제주특별자치도 제주시 한경면 용수리 4240,90.0,13,0.0,4.0,4.0,4.0,13.2,09,대중교통 등,2;22;26;5;,2;22;26;5;,09,1,4,3,4,2,3,3.0,1.0,0.0
30,2922,d_d001508,d001508,주상절리대,,60.0,1,1.0,5.0,4.0,5.0,15.7,09,대중교통 등,2;22;26;5;,2;22;26;5;,09,1,4,3,4,2,3,3.0,1.0,0.0
31,2740,d_d001508,d001508,제주민속촌,,90.0,2,0.0,4.0,4.0,4.0,13.2,09,대중교통 등,2;22;26;5;,2;22;26;5;,09,1,4,3,4,2,3,3.0,1.0,0.0
32,2024,d_d001508,d001508,에코랜드,,150.0,6,1.0,5.0,4.0,5.0,15.7,09,대중교통 등,2;22;26;5;,2;22;26;5;,09,1,4,3,4,2,3,3.0,1.0,0.0
33,1559,d_d001508,d001508,성산일출봉,,90.0,2,0.0,5.0,5.0,5.0,16.5,09,대중교통 등,2;22;26;5;,2;22;26;5;,09,1,4,3,4,2,3,3.0,1.0,0.0
34,2626,d_d001508,d001508,정방폭포,,60.0,1,0.0,5.0,5.0,5.0,16.5,09,대중교통 등,2;22;26;5;,2;22;26;5;,09,1,4,3,4,2,3,3.0,1.0,0.0
35,13,d_d001508,d001508,9.81파크,제주특별자치도 제주시 애월읍 어음리 산 131-3,150.0,5,0.0,4.0,3.0,4.0,12.4,09,대중교통 등,2;22;26;5;,2;22;26;5;,09,1,4,3,4,2,3,3.0,1.0,0.0
36,1598,d_d001508,d001508,세계조가비박물관,,30.0,2,1.0,4.0,3.0,5.0,13.4,09,대중교통 등,2;22;26;5;,2;22;26;5;,09,1,4,3,4,2,3,3.0,1.0,0.0
37,1257,d_d001508,d001508,사계해안,,30.0,1,0.0,5.0,5.0,5.0,16.5,09,대중교통 등,2;22;26;5;,2;22;26;5;,09,1,4,3,4,2,3,3.0,1.0,0.0
38,3162,d_d001508,d001508,큰엉,,60.0,7,0.0,5.0,5.0,5.0,16.5,09,대중교통 등,2;22;26;5;,2;22;26;5;,09,1,4,3,4,2,3,3.0,1.0,0.0
39,364,d_d009403,d009403,금오름,제주특별자치도 제주시 한림읍 금악리 산 1-1,60.0,1,0.0,4.0,5.0,5.0,15.0,11,대중교통 등,2;23;27;,2;23;27;,11,1,1,7,2,1,7,1.0,0.0,0.0
40,2251,d_d009403,d009403,외돌개,제주특별자치도 서귀포시 서홍동 791,60.0,1,0.0,5.0,5.0,5.0,16.5,11,대중교통 등,2;23;27;,2;23;27;,11,1,1,7,2,1,7,1.0,0.0,0.0
41,1434,d_d009403,d009403,서귀포제트보트,제주특별자치도 서귀포시 서홍동 707-5,60.0,5,0.0,5.0,5.0,5.0,16.5,11,대중교통 등,2;23;27;,2;23;27;,11,1,1,7,2,1,7,1.0,0.0,0.0
42,350,d_d009403,d009403,금능해수욕장,제주특별자치도 제주시 한림읍 금능리 2026,90.0,1,0.0,5.0,4.0,5.0,15.7,11,대중교통 등,2;23;27;,2;23;27;,11,1,1,7,2,1,7,1.0,0.0,0.0
43,2039,d_d009403,d009403,여미지식물원,제주특별자치도 서귀포시 색달동 2484-1,60.0,6,0.0,5.0,5.0,5.0,16.5,11,대중교통 등,2;23;27;,2;23;27;,11,1,1,7,2,1,7,1.0,0.0,0.0
44,2626,d_d000480,d000480,정방폭포,제주특별자치도 서귀포시 동홍동 299-3,30.0,1,1.0,5.0,5.0,5.0,16.5,08,대중교통 등,1;12;22;26;4;,1;12;22;26;4;,08,4,4,2,3,5,5,3.0,0.0,0.0
45,2719,d_d000480,d000480,제주동문재래시장,제주특별자치도 제주시 이도일동 1436-7,60.0,4,1.0,5.0,5.0,5.0,16.5,08,대중교통 등,1;12;22;26;4;,1;12;22;26;4;,08,4,4,2,3,5,5,3.0,0.0,0.0
46,3054,d_d000480,d000480,천지연폭포,제주특별자치도 서귀포시 서홍동 2565,30.0,1,0.0,5.0,5.0,5.0,16.5,08,대중교통 등,1;12;22;26;4;,1;12;22;26;4;,08,4,4,2,3,5,5,3.0,0.0,0.0
47,1559,d_d000480,d000480,성산일출봉,제주특별자치도 서귀포시 성산읍 성산리 78,60.0,1,1.0,5.0,5.0,5.0,16.5,08,대중교통 등,1;12;22;26;4;,1;12;22;26;4;,08,4,4,2,3,5,5,3.0,0.0,0.0
48,1540,d_d000480,d000480,섭지코지,제주특별자치도 서귀포시 성산읍 고성리 87,60.0,1,1.0,5.0,5.0,5.0,16.5,08,대중교통 등,1;12;22;26;4;,1;12;22;26;4;,08,4,4,2,3,5,5,3.0,0.0,0.0
49,1351,d_d000480,d000480,상가리야자숲,제주특별자치도 제주시 애월읍 상가리 536,30.0,1,0.0,4.0,3.0,3.0,11.4,08,대중교통 등,1;12;22;26;4;,1;12;22;26;4;,08,4,4,2,3,5,5,3.0,0.0,0.0
50,258,d_d011528,d011528,교래자연휴양림,제주특별자치도 제주시 조천읍 교래리 산 95,150.0,1,0.0,5.0,5.0,5.0,16.5,11,자가용,11;22;24;6;,11;22;24;6;,11,4,1,2,2,3,6,1.0,0.0,0.0
51,3516,d_d011528,d011528,함덕해수욕장,제주특별자치도 제주시 조천읍 함덕리 1004-10,30.0,1,1.0,5.0,5.0,5.0,16.5,11,자가용,11;22;24;6;,11;22;24;6;,11,4,1,2,2,3,6,1.0,0.0,0.0
52,2712,d_d011528,d011528,제주돌문화공원,제주특별자치도 제주시 조천읍 교래리 산 119,90.0,1,1.0,5.0,4.0,5.0,15.7,11,자가용,11;22;24;6;,11;22;24;6;,11,4,1,2,2,3,6,1.0,0.0,0.0
53,1250,d_d002165,d002165,뽀로로앤타요테마파크제주,,390.0,6,0.0,5.0,4.0,4.0,14.7,10,자가용,2;,2;,09,2,1,3,4,3,5,3.0,0.0,0.0
54,2423,d_d002165,d002165,윈드1947카트테마파크,제주특별자치도 서귀포시 토평동 1799,30.0,5,0.0,2.0,3.0,3.0,8.4,09,자가용,2;,2;,09,2,1,3,4,3,5,3.0,0.0,0.0
55,2026,d_d002165,d002165,에코랜드 테마파크,,180.0,6,1.0,4.0,4.0,4.0,13.2,10,자가용,2;,2;,09,2,1,3,4,3,5,3.0,0.0,0.0
56,239,d_d002165,d002165,곽지해수욕장,제주특별자치도 제주시 애월읍 곽지리 1565,30.0,1,1.0,5.0,5.0,5.0,16.5,10,자가용,2;,2;,09,2,1,3,4,3,5,3.0,0.0,0.0
57,350,d_d002165,d002165,금능해수욕장,제주특별자치도 제주시 한림읍 금능리 2026,60.0,1,0.0,5.0,5.0,5.0,16.5,10,자가용,2;,2;,09,2,1,3,4,3,5,3.0,0.0,0.0
58,2423,d_d002165,d002165,윈드1947카트테마파크,제주특별자치도 서귀포시 토평동 1799,60.0,5,0.0,4.0,3.0,3.0,11.4,09,자가용,2;,2;,09,2,1,3,4,3,5,3.0,0.0,0.0
59,364,d_d002165,d002165,금오름,제주특별자치도 제주시 한림읍 금악리 산 1-1,60.0,7,0.0,5.0,5.0,5.0,16.5,10,자가용,2;,2;,09,2,1,3,4,3,5,3.0,0.0,0.0
60,284,d_d002165,d002165,국립 제주박물관,,90.0,2,0.0,5.0,5.0,5.0,16.5,10,자가용,2;,2;,09,2,1,3,4,3,5,3.0,0.0,0.0
61,1240,d_d002165,d002165,비체올린,제주특별자치도 제주시 한경면 판포리 725-1,120.0,5,0.0,5.0,5.0,5.0,16.5,10,자가용,2;,2;,09,2,1,3,4,3,5,3.0,0.0,0.0
62,2243,d_d002165,d002165,왕이메오름,,30.0,7,0.0,3.0,3.0,3.0,9.9,10,자가용,2;,2;,09,2,1,3,4,3,5,3.0,0.0,0.0
63,2601,d_d002165,d002165,저지예술정보화마을,제주특별자치도 제주시 한경면 저지리 1843-2,60.0,7,0.0,5.0,3.0,4.0,13.9,10,자가용,2;,2;,09,2,1,3,4,3,5,3.0,0.0,0.0
64,1211,d_d002165,d002165,브릭캠퍼스 제주,,90.0,13,0.0,5.0,5.0,5.0,16.5,10,자가용,2;,2;,09,2,1,3,4,3,5,3.0,0.0,0.0
65,1597,d_d002165,d002165,세계자동차&피아노박물관,제주특별자치도 서귀포시 안덕면 상창리 2065-4,60.0,2,1.0,3.0,4.0,3.0,10.7,09,자가용,2;,2;,09,2,1,3,4,3,5,3.0,0.0,0.0
66,1985,d_d002165,d002165,어린왕자감귤밭,제주특별자치도 서귀포시 대정읍 안성리 1701-1,120.0,13,0.0,5.0,5.0,5.0,16.5,09,자가용,2;,2;,09,2,1,3,4,3,5,3.0,0.0,0.0
67,2654,d_d002165,d002165,제주 도립미술관,,60.0,3,0.0,5.0,4.0,4.0,14.7,10,자가용,2;,2;,09,2,1,3,4,3,5,3.0,0.0,0.0
68,2867,d_d002165,d002165,제주항공우주박물관,제주특별자치도 서귀포시 안덕면 서광리 산 39,90.0,2,1.0,4.0,2.0,4.0,11.6,10,자가용,2;,2;,09,2,1,3,4,3,5,3.0,0.0,0.0
69,2867,d_d002165,d002165,제주항공우주박물관,제주특별자치도 서귀포시 안덕면 서광리 산 39,120.0,2,0.0,5.0,5.0,5.0,16.5,10,자가용,2;,2;,09,2,1,3,4,3,5,3.0,0.0,0.0
70,3085,b_b005639,b005639,촛대암,경북 울릉군 울릉읍 도동리,60.0,1,0.0,5.0,5.0,5.0,16.5,09,대중교통 등,21;24;27;3;,21;24;27;3;,09,2,1,1,4,2,3,2.0,0.0,0.0
71,242,b_b005639,b005639,관음도,경북 울릉군 북면 천부리 산 1,60.0,1,0.0,5.0,5.0,5.0,16.5,09,대중교통 등,21;24;27;3;,21;24;27;3;,09,2,1,1,4,2,3,2.0,0.0,0.0
72,734,b_b005639,b005639,독도유람선,경북 울릉군 울릉읍 저동리 48-9,60.0,5,0.0,5.0,5.0,5.0,16.5,09,대중교통 등,21;24;27;3;,21;24;27;3;,09,2,1,1,4,2,3,2.0,0.0,0.0
73,2782,d_d009186,d009186,제주시민속오일시장,제주특별자치도 제주시 도두일동 1212,60.0,4,1.0,4.0,5.0,5.0,15.0,10,자가용,25;22;6;,25;22;6;,10,2,2,1,2,6,6,2.0,0.0,0.0
74,239,d_d009186,d009186,곽지해수욕장,제주특별자치도 제주시 애월읍 곽지리 1565,30.0,1,1.0,2.0,3.0,2.0,7.4,10,자가용,25;22;6;,25;22;6;,10,2,2,1,2,6,6,2.0,0.0,0.0
75,350,d_d009186,d009186,금능해수욕장,제주특별자치도 제주시 한림읍 금능리 2026,30.0,1,1.0,4.0,4.0,4.0,13.2,10,자가용,25;22;6;,25;22;6;,10,2,2,1,2,6,6,2.0,0.0,0.0
76,3603,d_d009186,d009186,협재해수욕장,제주특별자치도 제주시 한림읍 협재리 2447,90.0,1,1.0,4.0,4.0,4.0,13.2,10,자가용,25;22;6;,25;22;6;,10,2,2,1,2,6,6,2.0,0.0,0.0
77,2678,d_d009186,d009186,제주4.3평화공원,제주특별자치도 제주시 봉개동 237-2,60.0,2,1.0,4.0,4.0,4.0,13.2,10,자가용,25;22;6;,25;22;6;,10,2,2,1,2,6,6,2.0,0.0,0.0
78,1198,d_d009186,d009186,북스토어 아베끄,제주특별자치도 제주시 한림읍 금능리 1391,30.0,4,0.0,4.0,4.0,4.0,13.2,10,자가용,25;22;6;,25;22;6;,10,2,2,1,2,6,6,2.0,0.0,0.0
79,1559,d_d002138,d002138,성산일출봉,제주특별자치도 서귀포시 성산읍 성산리 78,60.0,1,1.0,4.0,3.0,4.0,12.4,10,자가용,21;27;28;5;7;,21;27;28;5;7;,10,2,3,4,3,4,3,3.0,0.0,0.0
80,914,d_d002138,d002138,만장굴,제주특별자치도 제주시 구좌읍 김녕리 3341-3,60.0,1,1.0,4.0,3.0,4.0,12.4,10,자가용,21;27;28;5;7;,21;27;28;5;7;,10,2,3,4,3,4,3,3.0,0.0,0.0
81,967,d_d002138,d002138,모슬포항,제주특별자치도 서귀포시 대정읍 하모리 770-28,30.0,4,1.0,5.0,4.0,4.0,14.7,10,자가용,21;27;28;5;7;,21;27;28;5;7;,10,2,3,4,3,4,3,3.0,0.0,0.0
82,2268,d_d002138,d002138,용두암,제주특별자치도 제주시 용담2동 483,30.0,1,1.0,4.0,3.0,3.0,11.4,10,자가용,21;27;28;5;7;,21;27;28;5;7;,10,2,3,4,3,4,3,3.0,0.0,0.0
83,1369,d_d002138,d002138,새별오름,제주특별자치도 제주시 애월읍 봉성리 산 59-8,60.0,7,0.0,3.0,2.0,2.0,8.1,10,자가용,21;27;28;5;7;,21;27;28;5;7;,10,2,3,4,3,4,3,3.0,0.0,0.0
84,1237,d_d002138,d002138,비자림,제주특별자치도 제주시 구좌읍 평대리 3161-1,60.0,1,1.0,4.0,4.0,5.0,14.2,10,자가용,21;27;28;5;7;,21;27;28;5;7;,10,2,3,4,3,4,3,3.0,0.0,0.0
85,1540,d_d002138,d002138,섭지코지,제주특별자치도 서귀포시 성산읍 고성리 87,30.0,1,1.0,4.0,3.0,3.0,11.4,10,자가용,21;27;28;5;7;,21;27;28;5;7;,10,2,3,4,3,4,3,3.0,0.0,0.0
86,2142,d_d002138,d002138,오설록티뮤지엄,제주특별자치도 서귀포시 안덕면 서광리 1235-1,30.0,3,1.0,4.0,4.0,3.0,12.2,10,자가용,21;27;28;5;7;,21;27;28;5;7;,10,2,3,4,3,4,3,3.0,0.0,0.0
87,2807,d_d012344,d012344,제주아트센터,제주특별자치도 제주시 오라이동 898-8,30.0,3,0.0,4.0,3.0,3.0,11.4,11,,28;3;4;,28;3;4;,11,2,2,2,1,6,4,1.0,0.0,0.0
88,1996,d_d012344,d012344,어음리억새군락지,제주특별자치도 제주시 애월읍 어음리 산 68-5,30.0,1,0.0,4.0,3.0,3.0,11.4,11,,28;3;4;,28;3;4;,11,2,2,2,1,6,4,1.0,0.0,0.0
89,204,d_d012344,d012344,고씨주택,제주특별자치도 제주시 일도일동 1243-1,30.0,2,0.0,4.0,4.0,3.0,12.2,11,,28;3;4;,28;3;4;,11,2,2,2,1,6,4,1.0,0.0,0.0
90,2783,d_d012344,d012344,제주시산림조합 나무시장,제주특별자치도 제주시 오라이동 849-8,30.0,4,0.0,4.0,4.0,4.0,13.2,11,,28;3;4;,28;3;4;,11,2,2,2,1,6,4,1.0,0.0,0.0
91,1311,d_d012344,d012344,산지천갤러리,제주특별자치도 제주시 일도1동 1247,30.0,3,0.0,4.0,3.0,3.0,11.4,11,,28;3;4;,28;3;4;,11,2,2,2,1,6,4,1.0,0.0,0.0
92,2732,d_d012344,d012344,제주목 관아,제주특별자치도 제주시 삼도2동 1045-1,30.0,2,0.0,4.0,4.0,4.0,13.2,11,,28;3;4;,28;3;4;,11,2,2,2,1,6,4,1.0,0.0,0.0
93,321,d_d012344,d012344,귤림서원,제주특별자치도 제주시 이도일동 1421-34,30.0,2,0.0,4.0,4.0,4.0,13.2,11,,28;3;4;,28;3;4;,11,2,2,2,1,6,4,1.0,0.0,0.0
94,2719,d_d002000,d002000,제주동문재래시장,제주특별자치도 제주시 이도일동 1436-7,30.0,4,1.0,4.0,4.0,4.0,13.2,10,자가용,1;22;26;9;,1;22;26;9;,10,6,4,6,6,6,6,2.0,0.0,0.0
95,3516,d_d002000,d002000,함덕해수욕장,제주특별자치도 제주시 조천읍 함덕리 1004-10,30.0,1,0.0,4.0,3.0,3.0,11.4,10,자가용,1;22;26;9;,1;22;26;9;,10,6,4,6,6,6,6,2.0,0.0,0.0
96,1155,d_d002000,d002000,보롬왓,제주특별자치도 서귀포시 표선면 성읍리 3229-4,60.0,1,0.0,4.0,4.0,4.0,13.2,10,자가용,1;22;26;9;,1;22;26;9;,10,6,4,6,6,6,6,2.0,0.0,0.0
97,607,d_d002000,d002000,닭머르,제주특별자치도 제주시 조천읍 신촌리 3403,60.0,7,0.0,4.0,3.0,4.0,12.4,10,자가용,1;22;26;9;,1;22;26;9;,10,6,4,6,6,6,6,2.0,0.0,0.0
98,2308,d_d007395,d007395,우도봉 입구,제주특별자치도 제주시 우도면 연평리 1,30.0,1,0.0,5.0,3.0,5.0,14.9,10,대중교통 등,26;1;4;11;27;7;2;22;,26;1;4;11;27;7;2;22;,10,5,5,4,5,2,6,3.0,0.0,0.0
99,2294,d_d007395,d007395,우도 봉수대,,30.0,1,0.0,5.0,4.0,3.0,13.7,10,대중교통 등,26;1;4;11;27;7;2;22;,26;1;4;11;27;7;2;22;,10,5,5,4,5,2,6,3.0,0.0,0.0
100,2276,d_d007395,d007395,용머리해안,제주특별자치도 서귀포시 안덕면 사계리,30.0,1,0.0,3.0,3.0,3.0,9.9,10,대중교통 등,26;1;4;11;27;7;2;22;,26;1;4;11;27;7;2;22;,10,5,5,4,5,2,6,3.0,0.0,0.0
101,2268,d_d005392,d005392,용두암,제주특별자치도 제주시 용담2동 483,30.0,1,1.0,5.0,5.0,5.0,16.5,10,자가용,24;7;,24;7;,10,2,2,2,3,3,4,1.0,0.0,0.0
102,1263,d_d005392,d005392,사라봉,제주특별자치도 제주시 건입동 387-1,30.0,1,1.0,5.0,5.0,5.0,16.5,10,자가용,24;7;,24;7;,10,2,2,2,3,3,4,1.0,0.0,0.0
103,1983,d_d006690,d006690,어리목매표소,제주특별자치도 제주시 해안동 산 220-13,270.0,7,1.0,5.0,5.0,5.0,16.5,10,자가용,2;8;27;28;21;22;,2;8;27;28;21;22;,10,4,3,5,2,6,6,1.0,0.0,0.0
104,2308,d_d006690,d006690,우도봉 입구,제주특별자치도 제주시 우도면 연평리 1,30.0,7,0.0,4.0,4.0,4.0,13.2,10,자가용,2;8;27;28;21;22;,2;8;27;28;21;22;,10,4,3,5,2,6,6,1.0,0.0,0.0
105,2318,d_d006690,d006690,우도정원,제주특별자치도 제주시 우도면 연평리 1964,30.0,6,1.0,5.0,5.0,4.0,15.5,10,자가용,2;8;27;28;21;22;,2;8;27;28;21;22;,10,4,3,5,2,6,6,1.0,0.0,0.0
106,2293,d_d006690,d006690,우도,제주특별자치도 제주시 우도면 연평리,1170.0,1,1.0,5.0,5.0,5.0,16.5,10,자가용,2;8;27;28;21;22;,2;8;27;28;21;22;,10,4,3,5,2,6,6,1.0,0.0,0.0
107,706,d_d002170,d002170,도두동무지개해안도로,제주특별자치도 제주시 도두일동 1734,60.0,7,0.0,5.0,5.0,5.0,16.5,09,대중교통 등,1;22;26;28;4;,1;22;26;28;4;,09,5,2,2,6,6,7,2.0,0.0,0.0
108,1078,d_d002170,d002170,바이제주,제주특별자치도 제주시 용담삼동 1023-2,60.0,4,0.0,4.0,5.0,4.0,14.0,10,대중교통 등,1;22;26;28;4;,1;22;26;28;4;,09,5,2,2,6,6,7,2.0,0.0,0.0
109,606,d_d002170,d002170,달콤다락,제주특별자치도 제주시 일도일동 1102-24,30.0,4,0.0,4.0,4.0,4.0,13.2,09,대중교통 등,1;22;26;28;4;,1;22;26;28;4;,09,5,2,2,6,6,7,2.0,0.0,0.0
110,709,d_d002170,d002170,도두봉,제주특별자치도 제주시 도두일동 산 2,30.0,1,0.0,5.0,5.0,5.0,16.5,09,대중교통 등,1;22;26;28;4;,1;22;26;28;4;,09,5,2,2,6,6,7,2.0,0.0,0.0
111,2721,d_d002170,d002170,제주동문재래야시장,제주특별자치도 제주시 이도일동 1436-7,60.0,4,0.0,5.0,5.0,5.0,16.5,09,대중교통 등,1;22;26;28;4;,1;22;26;28;4;,09,5,2,2,6,6,7,2.0,0.0,0.0
112,2699,d_d001713,d001713,제주다움렌터카,제주특별자치도 제주시 용담삼동 1200-1,30.0,4,0.0,4.0,3.0,4.0,12.4,10,대중교통 등,24;28;4;7;9;,24;28;4;7;9;,10,4,4,4,4,6,3,2.0,0.0,0.0
